ID_Cliente,Edad,Ingresos,Visitas_Web,Tiempo_Web,Tours_Vistos,Promociones_Usadas,Reservo_Tour,Monto_Pagado
CL00526,43,1045,8,3.79,1,2,0,0.0
CL00527,51,2193,19,1.33,6,1,1,1668.94
CL00528,58,5512,16,9.29,5,0,0,0.0
CL00529,24,5943,15,17.65,9,1,0,0.0
CL00530,21,7282,6,28.45,7,4,1,1096.59
CL00531,62,1246,2,21.0,1,4,0,0.0
CL00532,28,4219,18,8.29,6,3,0,0.0
CL00533,46,9983,7,28.17,7,0,0,0.0
CL00534,53,1636,4,1.08,3,2,0,0.0
CL00535,42,4775,5,29.37,9,0,0,0.0
CL00536,38,3421,1,1.76,2,3,0,0.0
CL00537,53,5183,18,22.62,1,2,0,0.0
CL00538,27,1712,12,1.36,9,1,0,0.0
CL00539,54,6845,5,27.95,7,2,0,0.0
CL00540,26,6323,5,3.26,1,4,1,2180.3
CL00541,41,7032,1,1.51,4,1,1,2175.02
CL00542,52,4644,4,26.68,3,2,1,3229.87
CL00543,52,8773,10,2.87,7,1,0,0.0
CL00544,53,3108,10,23.94,5,4,1,1109.64
CL00545,35,4614,13,22.41,9,4,0,0.0
CL00546,56,7957,12,17.97,3,0,0,0.0
CL00547,49,6279,7,11.34,6,4,0,0.0
CL00548,41,5332,14,27.47,2,4,1,2289.75
CL00549,40,4900,11,26.13,3,4,1,2683.07
CL00550,49,8939,2,12.79,4,3,0,0.0
CL00551,54,7963,4,6.95,6,4,0,0.0
CL00552,29,5568,5,8.18,1,0,0,0.0
CL00553,30,8838,1,6.61,6,1,0,0.0
CL00554,40,2845,7,16.24,4,3,0,0.0
CL00555,42,1382,4,26.06,8,1,0,0.0
CL00556,52,5112,16,23.21,9,1,0,0.0
CL00557,58,8069,1,23.87,8,0,0,0.0
CL00558,47,4810,10,13.45,8,3,0,0.0
CL00559,34,2509,3,9.67,2,2,0,0.0
CL00560,37,8573,10,22.72,2,4,1,1779.12
CL00561,42,2578,8,23.8,6,1,0,0.0
CL00562,39,1879,5,20.86,5,1,0,0.0
CL00563,30,3162,1,0.96,6,0,0,0.0
CL00564,36,8714,14,17.69,9,0,0,0.0
CL00565,53,2359,4,10.41,7,0,1,3202.23
CL00566,29,5431,11,5.89,5,3,1,2352.35
CL00567,58,9148,12,20.83,7,4,0,0.0
CL00568,36,4960,16,8.06,8,3,0,0.0
CL00569,29,4811,3,27.39,1,0,0,0.0
CL00570,26,5242,9,8.94,7,0,0,0.0
CL00571,24,5217,0,16.66,4,1,1,3468.21
CL00572,45,1080,10,24.83,5,3,1,1427.48
CL00573,31,3732,15,12.06,2,3,1,2045.52
CL00574,48,8833,10,24.86,5,4,0,0.0
CL00575,36,3709,8,21.71,9,3,0,0.0
CL00576,64,3422,1,27.63,1,4,1,1675.26
CL00577,33,4641,6,9.78,3,2,1,3345.96
CL00578,22,1667,18,3.15,4,4,0,0.0
CL00579,52,3496,17,12.91,9,0,1,2051.24
CL00580,29,4499,19,23.57,2,2,1,2232.59
CL00581,42,9080,6,13.51,7,1,0,0.0
CL00582,38,7823,8,7.86,9,1,1,3310.43
CL00583,53,2189,11,0.83,4,1,0,0.0
CL00584,40,7604,2,9.39,5,0,0,0.0
CL00585,33,9650,15,21.4,4,1,1,3610.3
CL00586,56,2025,6,4.43,7,4,0,0.0
CL00587,62,8785,4,10.23,8,0,0,0.0
CL00588,59,1071,6,0.61,8,3,1,3013.95
CL00589,56,6546,18,21.65,3,0,0,0.0
CL00590,31,3685,16,26.42,2,0,0,0.0
CL00591,48,8372,15,17.06,6,3,0,0.0
CL00592,22,2848,18,0.78,1,4,0,0.0
CL00593,52,3022,17,6.53,9,2,0,0.0
CL00594,40,7338,18,13.15,7,3,1,2027.24
CL00595,46,4741,3,17.63,8,0,0,0.0
CL00596,60,2298,0,14.89,7,1,0,0.0
CL00597,28,5102,3,27.48,5,3,0,0.0
CL00598,35,1904,3,28.16,5,3,0,0.0
CL00599,64,4026,8,3.21,7,2,0,0.0
CL00600,29,7709,7,4.15,7,0,1,2570.75
CL00601,26,5711,1,10.74,2,1,0,0.0
CL00602,27,9021,5,12.64,2,1,0,0.0
CL00603,61,6969,10,17.58,7,2,1,948.93
CL00604,34,3620,3,23.19,5,1,0,0.0
CL00605,55,3646,13,4.07,2,4,1,753.52
CL00606,24,5865,8,24.08,1,3,1,2866.2
CL00607,63,8345,1,18.3,9,3,0,0.0
CL00608,30,3289,0,29.43,8,1,1,2965.42
CL00609,57,8370,3,19.54,2,1,1,3547.34
CL00610,59,4872,11,21.48,2,1,1,1669.85
CL00611,26,8690,4,5.86,3,3,1,1683.99
CL00612,44,2440,8,23.07,4,1,0,0.0
CL00613,19,1765,3,2.38,9,4,1,2842.34
CL00614,22,5092,15,19.7,6,4,0,0.0
CL00615,46,3666,1,1.67,3,3,1,691.25
CL00616,54,9655,15,3.46,8,0,1,1086.24
CL00617,55,6968,15,3.24,6,0,1,1126.83
CL00618,36,8641,10,1.57,8,0,0,0.0
CL00619,25,3181,0,9.63,2,4,0,0.0
CL00620,62,4888,14,29.83,8,2,1,3059.8
CL00621,18,1840,3,10.45,5,0,0,0.0
CL00622,39,6899,17,22.82,4,2,1,1332.09
CL00623,34,5118,16,3.97,3,3,0,0.0
CL00624,24,1565,6,13.63,9,4,1,3136.17
CL00625,42,7005,17,5.55,7,0,0,0.0
CL00626,62,8226,12,5.76,7,4,1,3398.79
CL00627,21,6890,19,2.99,6,3,0,0.0
CL00628,53,5311,19,12.96,9,4,0,0.0
CL00629,23,8736,9,2.27,3,1,0,0.0
CL00630,48,9848,0,27.29,1,0,0,0.0
CL00631,36,3982,1,13.44,7,4,0,0.0
CL00632,61,7083,16,25.16,9,4,1,2525.86
CL00633,56,1556,2,29.38,6,4,1,532.92
CL00634,44,4019,16,20.33,2,3,1,2616.49
CL00635,27,3580,11,27.05,8,0,0,0.0
CL00636,43,9146,11,4.06,9,0,1,2869.09
CL00637,36,9243,19,24.9,8,1,1,1358.38
CL00638,56,5019,9,8.14,9,1,0,0.0
CL00639,20,4138,6,14.18,1,4,0,0.0
CL00640,62,1671,9,19.4,3,0,0,0.0
CL00641,30,1777,17,27.11,3,0,0,0.0
CL00642,45,5927,5,27.33,9,4,1,1367.68
CL00643,37,4022,6,2.76,3,2,1,919.14
CL00644,45,2860,16,10.94,1,0,0,0.0
CL00645,25,4139,11,23.8,3,4,0,0.0
CL00646,58,2074,16,21.09,2,4,1,806.41
CL00647,56,7763,17,0.79,9,2,0,0.0
CL00648,18,2986,13,13.5,1,1,1,1631.21
CL00649,20,7327,10,24.88,2,4,0,0.0
CL00650,30,2046,1,22.13,1,0,0,0.0
CL00651,45,3176,0,12.36,9,1,0,0.0
CL00652,42,3338,10,22.05,7,1,0,0.0
CL00653,50,1500,1,16.54,1,1,1,2408.74
CL00654,55,3233,15,27.38,6,4,1,654.68
CL00655,23,5608,2,17.61,5,0,0,0.0
CL00656,61,8234,19,12.02,5,2,1,2060.7
CL00657,62,8972,0,25.89,4,3,1,2980.03
CL00658,49,7610,19,1.5,3,3,1,1399.95
CL00659,62,1600,7,27.02,8,1,0,0.0
CL00660,64,5284,18,20.89,7,3,0,0.0
CL00661,38,5483,0,28.22,5,3,0,0.0
CL00662,33,6901,4,7.52,9,4,1,2226.56
CL00663,38,7129,0,20.85,7,2,0,0.0
CL00664,28,2754,10,24.28,2,3,1,2189.68
CL00665,54,3464,8,21.06,7,2,0,0.0
CL00666,53,5482,4,6.31,7,3,1,2744.56
CL00667,52,8400,1,8.27,4,1,0,0.0
CL00668,36,7806,12,17.0,8,1,0,0.0
CL00669,37,9643,17,13.4,4,2,0,0.0
CL00670,35,8396,11,22.05,7,2,1,3698.03
CL00671,64,8338,13,11.36,4,2,1,2583.1
CL00672,58,6241,4,25.78,8,2,0,0.0
CL00673,31,8394,9,12.96,3,0,0,0.0
CL00674,32,7437,19,1.2,2,1,0,0.0
CL00675,48,5695,1,0.52,6,3,0,0.0
CL00676,18,3588,3,19.4,7,0,0,0.0
CL00677,20,2782,11,16.22,7,2,0,0.0
CL00678,33,6947,10,16.28,6,3,0,0.0
CL00679,40,7594,3,23.7,8,1,1,3218.17
CL00680,28,4520,10,11.27,6,2,1,1689.27
CL00681,29,4218,8,29.86,6,4,1,2120.22
CL00682,27,4757,9,28.37,3,2,0,0.0
CL00683,49,5016,5,0.39,2,3,1,2940.8
CL00684,33,3837,14,26.87,7,1,1,2053.19
CL00685,25,7000,9,20.42,6,2,1,2785.02
CL00686,55,8034,5,15.06,1,1,1,1987.6
CL00687,29,8309,0,17.48,2,0,0,0.0
CL00688,41,5239,19,25.26,2,4,0,0.0
CL00689,45,5428,3,28.53,1,0,1,2876.26
CL00690,25,5150,13,16.81,3,4,0,0.0
CL00691,45,2446,19,5.44,5,0,0,0.0
CL00692,53,7468,19,19.19,4,1,1,3447.28
CL00693,43,6790,7,2.29,2,1,1,1102.07
CL00694,25,5175,10,19.05,8,0,0,0.0
CL00695,45,6080,14,24.26,9,3,1,1460.57
CL00696,45,1864,18,10.6,8,0,1,3002.38
CL00697,54,7860,7,2.14,7,2,0,0.0
CL00698,58,9663,12,20.77,2,3,1,3449.85
CL00699,53,7217,17,10.18,6,1,1,1479.06
CL00700,44,6672,16,7.47,4,0,0,0.0
CL00701,34,2502,5,20.68,5,3,1,1252.18
CL00702,26,5684,14,29.09,9,2,1,3118.72
CL00703,50,2410,12,22.36,9,4,1,1085.3
CL00704,37,4770,17,14.74,4,1,1,2311.44
CL00705,30,5659,10,18.02,8,3,0,0.0
CL00706,45,5001,12,4.27,5,3,0,0.0
CL00707,46,4483,0,24.4,9,3,0,0.0
CL00708,30,5562,17,18.13,2,0,0,0.0
CL00709,63,1598,4,28.97,4,1,1,2035.66
CL00710,52,4041,5,29.38,3,1,0,0.0
CL00711,23,9160,0,10.64,7,0,1,3469.34
CL00712,35,7391,6,29.66,2,0,0,0.0
CL00713,22,8287,3,28.71,3,0,1,2067.11
CL00714,64,1066,8,19.19,9,2,0,0.0
CL00715,42,9123,14,10.0,8,3,1,1448.45
CL00716,19,3750,5,22.6,2,2,1,1252.0
CL00717,27,9661,16,8.14,6,1,1,2771.8
CL00718,47,7806,19,18.9,3,0,1,3368.45
CL00719,62,7429,17,0.74,6,3,1,1274.79
CL00720,22,9123,3,18.86,5,4,1,1223.99
CL00721,50,2631,8,28.55,4,3,1,2505.46
CL00722,18,7452,13,7.05,7,4,0,0.0
CL00723,35,1774,2,23.35,7,3,0,0.0
CL00724,49,7107,0,8.8,4,0,1,3587.78
CL00725,64,8804,10,21.24,3,4,0,0.0
CL00726,28,5019,0,21.0,4,4,0,0.0
CL00727,38,1929,11,5.54,2,1,1,1441.37
CL00728,43,4012,8,17.91,4,3,0,0.0
CL00729,42,6024,4,25.78,4,2,0,0.0
CL00730,39,7264,14,11.48,5,2,0,0.0
CL00731,44,8973,17,21.31,1,1,1,1385.63
CL00732,30,5729,8,20.23,2,1,0,0.0
CL00733,50,8961,12,7.73,8,1,1,2721.69
CL00734,51,3819,12,27.56,8,0,0,0.0
CL00735,58,7655,12,16.91,8,0,0,0.0
CL00736,52,2184,9,10.66,5,0,1,836.62
CL00737,18,9480,9,4.93,8,0,0,0.0
CL00738,38,7343,6,14.2,9,1,1,2790.15
CL00739,23,1527,4,21.9,4,1,1,1597.36
CL00740,45,1916,19,18.71,4,0,1,1903.94
CL00741,34,4574,6,21.81,7,0,0,0.0
CL00742,22,4319,19,23.75,5,4,0,0.0
CL00743,48,2406,9,13.23,1,3,0,0.0
CL00744,22,2241,9,15.6,8,4,1,1137.39
CL00745,55,6206,12,29.59,4,3,1,1259.48
CL00746,20,8249,14,29.04,8,0,1,3663.83
CL00747,40,4133,5,12.44,2,0,0,0.0
CL00748,54,1798,19,20.56,4,0,1,1715.95
CL00749,54,2523,11,8.03,2,4,1,2760.72
CL00750,27,8209,18,4.58,5,1,1,2583.54
CL00751,27,5928,10,23.05,8,3,0,0.0
CL00752,36,3888,5,13.09,7,4,1,1162.76
CL00753,34,3690,0,5.31,5,0,1,1614.29
CL00754,38,5091,1,22.77,7,1,0,0.0
CL00755,31,8282,14,27.46,5,4,1,1736.58
CL00756,26,7249,3,28.0,7,3,0,0.0
CL00757,63,1690,4,17.89,4,0,0,0.0
CL00758,18,9719,14,14.39,4,3,0,0.0
CL00759,62,2495,10,4.26,4,0,0,0.0
CL00760,30,1892,9,23.78,8,0,0,0.0
CL00761,21,9578,16,28.36,1,2,0,0.0
CL00762,18,6873,1,26.68,5,3,0,0.0
CL00763,57,5503,19,22.55,2,1,0,0.0
CL00764,49,1897,9,0.14,4,0,1,486.43
CL00765,51,1710,19,12.23,5,1,0,0.0
CL00766,45,4695,2,12.32,8,4,0,0.0
CL00767,48,3686,18,26.83,2,0,1,2233.94
CL00768,25,8188,4,1.97,2,0,1,1199.12
CL00769,56,6778,2,15.94,2,0,1,2741.44
CL00770,43,8768,7,4.08,8,1,0,0.0
CL00771,51,6013,4,19.87,3,2,0,0.0
CL00772,20,5512,11,23.77,5,3,0,0.0
CL00773,29,1415,13,19.26,2,0,1,248.74
CL00774,18,5180,6,23.84,6,3,0,0.0
CL00775,61,5262,10,18.22,6,3,1,2741.69
CL00776,22,3515,7,5.7,2,3,1,2656.87
CL00777,47,6640,4,11.48,4,1,1,927.86
CL00778,47,7616,7,28.71,2,3,1,2509.3
CL00779,34,1992,11,8.65,4,4,1,1698.15
CL00780,64,5370,14,1.89,7,1,0,0.0
CL00781,40,2773,18,11.54,5,1,0,0.0
CL00782,32,4561,15,10.99,4,4,1,3513.02
CL00783,54,4816,13,14.11,3,2,0,0.0
CL00784,38,7633,6,16.81,6,2,0,0.0
CL00785,31,2756,7,29.77,2,0,0,0.0
CL00786,19,3373,6,22.69,4,2,1,972.92
CL00787,28,3576,17,1.08,8,0,1,478.36
CL00788,56,5184,5,21.38,2,3,0,0.0
CL00789,55,9899,18,24.73,9,0,0,0.0
CL00790,51,3397,3,26.87,2,2,0,0.0
CL00791,55,6969,2,12.72,8,0,0,0.0
CL00792,51,5535,16,9.41,8,1,1,2967.25
CL00793,35,7883,18,25.18,7,2,1,3142.37
CL00794,47,9127,14,23.33,6,0,1,3316.31
CL00795,32,1734,5,16.08,1,2,0,0.0
CL00796,44,1632,11,3.54,2,4,0,0.0
CL00797,51,5268,18,19.55,7,2,0,0.0
CL00798,55,5099,5,1.97,4,4,1,1634.01
CL00799,50,3901,10,3.01,9,0,0,0.0
CL00800,41,2663,19,9.93,3,4,0,0.0
CL00801,32,6591,19,11.14,4,2,0,0.0
CL00802,47,4872,9,13.86,3,1,0,0.0
CL00803,59,2054,15,10.17,7,4,0,0.0
CL00804,34,9572,17,1.01,2,2,0,0.0
CL00805,22,4082,13,4.72,2,1,1,1099.71
CL00806,46,9007,3,3.45,2,3,1,2954.78
CL00807,21,5261,11,12.94,4,4,0,0.0
CL00808,27,3389,19,6.36,8,4,0,0.0
CL00809,34,4553,7,8.81,8,0,1,964.93
CL00810,27,6138,6,14.15,8,3,1,2532.74
CL00811,34,1544,8,7.07,8,0,1,1321.01
CL00812,37,4663,16,7.38,7,0,0,0.0
CL00813,41,3239,9,24.99,6,2,0,0.0
CL00814,22,4773,2,16.44,7,0,1,3054.76
CL00815,51,3627,7,25.7,5,4,1,2857.94
CL00816,23,7618,13,15.44,8,0,0,0.0
CL00817,19,7780,6,27.28,2,1,0,0.0
CL00818,30,9015,15,7.64,5,4,0,0.0
CL00819,60,4130,17,18.5,7,2,0,0.0
CL00820,60,1096,10,15.1,9,0,1,2740.82
CL00821,28,4858,5,27.56,1,1,0,0.0
CL00822,64,3708,19,12.55,9,1,0,0.0
CL00823,40,6397,13,25.64,3,4,1,3103.09
CL00824,33,7152,12,16.92,1,0,1,2164.75
CL00825,48,1456,3,21.26,7,1,1,2045.64
CL00826,28,6914,19,26.61,3,0,1,2507.49
CL00827,33,5368,19,29.91,8,4,0,0.0
CL00828,25,5088,10,21.93,2,3,0,0.0
CL00829,21,9399,17,9.44,4,1,1,3561.48
CL00830,57,2937,0,8.97,2,2,0,0.0
CL00831,21,2146,11,9.27,4,0,0,0.0
CL00832,42,6152,17,2.94,1,4,1,2520.66
CL00833,20,5299,6,1.61,5,4,1,946.98
CL00834,49,9118,11,17.43,3,2,1,3724.5
CL00835,20,9634,0,24.32,9,3,0,0.0
CL00836,44,8759,3,1.08,4,0,0,0.0
CL00837,46,8953,17,17.0,6,3,0,0.0
CL00838,49,5784,14,11.15,9,4,0,0.0
CL00839,36,2461,2,26.77,2,1,0,0.0
CL00840,38,2159,6,4.36,7,3,0,0.0
CL00841,22,1386,5,16.9,3,1,1,2512.29
CL00842,35,8192,14,29.13,1,2,1,1663.07
CL00843,45,5775,14,10.35,9,4,0,0.0
CL00844,59,4409,5,22.25,9,1,0,0.0
CL00845,39,1689,7,26.47,4,0,1,2109.75
CL00846,38,8028,7,5.59,9,4,1,3631.82
CL00847,23,8262,0,29.78,7,2,0,0.0
CL00848,18,6664,12,24.28,4,0,1,1622.94
CL00849,22,7766,12,4.13,2,4,1,3198.36
CL00850,58,1952,10,9.33,5,3,0,0.0
CL00851,29,7142,3,18.75,8,4,1,2355.09
CL00852,43,6967,6,26.55,6,0,0,0.0
CL00853,63,8205,11,5.85,5,1,1,2911.14
CL00854,51,3484,12,21.94,4,1,1,1497.11
CL00855,31,2854,11,8.12,6,4,0,0.0
CL00856,43,4231,15,24.16,3,4,1,1889.85
CL00857,62,3597,5,20.5,2,2,1,679.68
CL00858,44,8829,13,15.69,1,3,0,0.0
CL00859,26,9186,18,19.5,9,2,0,0.0
CL00860,43,4983,15,26.29,1,2,0,0.0
CL00861,64,7963,3,11.59,4,1,0,0.0
CL00862,39,7684,4,23.08,6,1,0,0.0
CL00863,64,1656,8,4.77,9,0,0,0.0
CL00864,47,8743,2,21.04,4,2,0,0.0
CL00865,60,7839,9,22.52,7,0,0,0.0
CL00866,34,7312,16,13.29,7,4,0,0.0
CL00867,43,8938,18,23.81,6,0,0,0.0
CL00868,53,7176,9,16.71,9,1,0,0.0
CL00869,18,4285,11,28.09,7,2,0,0.0
CL00870,25,6559,6,3.37,3,1,0,0.0
CL00871,52,4563,17,3.92,6,4,1,2851.7
CL00872,32,5584,18,25.27,7,3,0,0.0
CL00873,64,5817,14,25.27,7,2,1,2745.06
CL00874,39,6041,6,14.14,6,1,0,0.0
CL00875,31,7182,11,28.92,3,3,1,998.44
CL00876,43,9026,6,20.38,6,4,0,0.0
CL00877,45,4244,9,29.49,2,3,0,0.0
CL00878,40,2040,19,15.97,1,1,1,1657.11
CL00879,31,3273,9,6.05,8,1,0,0.0
CL00880,41,4629,4,13.33,3,4,0,0.0
CL00881,19,3114,17,29.41,8,4,0,0.0
CL00882,62,8364,8,11.11,3,3,0,0.0
CL00883,43,2677,15,28.71,2,3,1,2659.35
CL00884,31,4094,6,23.91,8,1,1,2690.68
CL00885,24,6873,9,13.26,3,4,0,0.0
CL00886,20,3284,4,16.26,8,0,0,0.0
CL00887,64,6052,6,18.22,2,4,0,0.0
CL00888,40,8062,4,19.97,4,2,0,0.0
CL00889,63,2589,14,2.3,9,2,0,0.0
CL00890,60,3520,18,28.01,1,4,0,0.0
CL00891,64,5648,9,17.91,2,3,1,879.44
CL00892,62,6729,7,27.93,2,2,0,0.0
CL00893,35,1694,8,18.96,9,1,0,0.0
CL00894,55,8807,10,12.93,5,1,0,0.0
CL00895,52,4683,1,17.01,4,1,0,0.0
CL00896,32,7704,2,24.89,4,4,0,0.0
CL00897,42,8368,12,9.78,7,2,1,2391.71
CL00898,54,2971,10,28.69,3,3,1,2445.11
CL00899,45,9055,9,13.98,9,1,1,3842.5
CL00900,27,5218,14,28.69,5,3,0,0.0
CL00901,56,2868,5,26.42,9,1,1,1202.54
CL00902,34,2671,0,23.03,1,4,0,0.0
CL00903,56,2728,13,14.02,8,1,1,2909.2
CL00904,39,8632,17,17.61,2,4,0,0.0
CL00905,43,7403,10,25.14,8,2,0,0.0
CL00906,61,7092,7,16.32,4,2,0,0.0
CL00907,42,3142,2,22.15,2,3,1,1866.5
CL00908,34,7184,13,23.72,2,1,0,0.0
CL00909,30,7010,1,15.39,6,2,1,3398.52
CL00910,37,1253,15,16.09,3,0,0,0.0
CL00911,42,5102,5,5.94,3,0,0,0.0
CL00912,21,4542,0,7.34,9,3,0,0.0
CL00913,27,3775,13,27.15,5,2,0,0.0
CL00914,20,8678,9,25.21,7,4,0,0.0
CL00915,58,7212,5,0.3,5,0,0,0.0
CL00916,62,5637,8,26.08,2,2,0,0.0
CL00917,35,7034,6,0.76,8,4,1,1419.36
CL00918,64,9457,1,13.75,9,1,1,1919.56
CL00919,53,7476,10,2.02,2,2,0,0.0
CL00920,64,4148,13,29.06,2,1,0,0.0
CL00921,39,4359,4,29.17,4,0,0,0.0
CL00922,51,2004,8,18.33,8,1,1,592.77
CL00923,64,5717,6,11.77,5,0,0,0.0
CL00924,25,4271,13,15.36,5,3,1,3206.92
CL00925,57,1209,15,22.87,7,3,0,0.0
CL00926,61,6539,15,6.7,4,0,1,942.22
CL00927,36,1153,6,13.25,9,4,1,2802.35
CL00928,59,4593,9,22.12,4,3,0,0.0
CL00929,58,9606,5,11.86,8,4,1,2389.25
CL00930,54,2284,16,0.96,3,4,0,0.0
CL00931,23,4148,0,15.22,6,4,0,0.0
CL00932,43,1768,1,22.12,1,2,0,0.0
CL00933,51,6607,13,29.3,7,2,0,0.0
CL00934,62,4202,3,1.11,7,4,0,0.0
CL00935,23,3787,8,16.2,2,0,0,0.0
CL00936,54,3210,5,13.5,5,3,1,3166.98
CL00937,50,8399,16,7.27,4,1,1,2602.14
CL00938,39,7338,10,19.13,9,2,1,3592.75
CL00939,38,9733,3,4.91,2,2,0,0.0
CL00940,23,1358,8,8.52,3,1,0,0.0
CL00941,23,1849,15,23.45,1,4,0,0.0
CL00942,21,8498,2,13.81,5,1,0,0.0
CL00943,47,5522,3,29.81,3,4,0,0.0
CL00944,28,3544,2,11.59,4,2,0,0.0
CL00945,47,2831,12,13.9,4,1,0,0.0
CL00946,48,2472,18,9.01,6,0,0,0.0
CL00947,41,1329,0,7.09,7,3,1,1805.69
CL00948,26,6851,5,27.67,7,3,1,1193.32
CL00949,20,8032,2,22.46,8,3,1,1762.97
CL00950,48,6266,2,10.0,3,1,0,0.0
CL00951,57,5354,15,21.0,5,4,0,0.0
CL00952,54,7435,9,28.97,6,2,0,0.0
CL00953,53,8978,16,2.22,6,3,0,0.0
CL00954,41,5238,6,7.94,8,1,0,0.0
CL00955,48,7112,12,6.02,5,3,1,1007.15
CL00956,23,5722,10,26.09,5,4,1,1498.32
CL00957,19,2388,9,5.38,1,0,1,2001.68
CL00958,37,5185,6,9.24,1,0,0,0.0
CL00959,45,9911,5,16.32,6,2,1,1289.43
CL00960,28,4235,0,18.63,5,0,0,0.0
CL00961,21,5576,16,24.25,6,0,0,0.0
CL00962,32,2100,11,12.22,9,1,0,0.0
CL00963,23,9864,3,16.03,8,1,0,0.0
CL00964,47,9708,2,28.96,7,2,0,0.0
CL00965,55,3532,5,8.92,7,2,0,0.0
CL00966,19,8770,15,7.44,6,1,0,0.0
CL00967,32,4670,12,21.32,6,0,1,3015.79
CL00968,28,1781,8,23.13,1,4,0,0.0
CL00969,25,4523,10,12.44,7,0,0,0.0
CL00970,43,7131,19,6.39,5,0,1,2867.59
CL00971,62,5782,12,23.37,7,4,1,2398.13
CL00972,61,5995,18,20.11,6,2,0,0.0
CL00973,22,2501,2,26.29,8,1,0,0.0
CL00974,23,4080,11,25.33,3,2,0,0.0
CL00975,43,1502,18,6.16,8,2,0,0.0
CL00976,21,4885,7,24.97,7,2,0,0.0
CL00977,36,9009,13,5.26,1,1,1,3735.43
CL00978,37,1623,8,25.91,3,2,1,1340.42
CL00979,50,2050,16,23.11,4,2,0,0.0
CL00980,37,8385,5,17.1,9,3,0,0.0
CL00981,29,7081,3,19.27,6,0,0,0.0
CL00982,64,6484,3,3.12,7,3,1,1217.63
CL00983,18,4772,18,1.2,5,1,1,2050.51
CL00984,43,4916,11,9.92,3,4,0,0.0
CL00985,31,5018,1,24.64,5,4,0,0.0
CL00986,55,2329,16,13.97,7,3,1,2057.5
CL00987,54,5114,14,6.7,9,3,0,0.0
CL00988,28,4367,9,25.04,9,3,1,2604.85
CL00989,53,9095,2,6.86,8,0,0,0.0
CL00990,30,6141,19,24.46,5,1,0,0.0
CL00991,60,4951,3,13.59,7,2,1,1848.65
CL00992,20,6084,0,13.9,4,3,0,0.0
CL00993,50,2573,0,8.18,5,0,1,1322.06
CL00994,23,3634,17,27.01,4,4,1,1251.78
CL00995,27,3768,3,2.66,3,4,1,1058.3
CL00996,22,6302,14,4.33,1,4,0,0.0
CL00997,40,7250,9,19.08,5,3,1,3033.8
CL00998,27,2211,16,25.5,2,4,1,615.58
CL00999,61,9967,11,2.86,6,4,0,0.0
CL01000,19,6955,19,22.01,5,4,0,0.0
CL01001,30,2160,11,22.28,2,2,1,3169.23
CL01002,57,6977,15,17.45,8,4,1,3404.34
CL01003,19,8041,4,14.6,5,0,0,0.0
CL01004,37,3383,15,9.63,2,3,1,2394.41
CL01005,18,6876,16,10.54,1,2,1,1128.56
CL01006,54,4540,14,20.23,2,2,0,0.0
CL01007,26,5635,12,1.96,1,3,0,0.0
CL01008,34,2095,7,17.55,3,4,0,0.0
CL01009,26,6901,1,8.36,3,4,1,3699.2
CL01010,28,9215,7,14.0,1,1,0,0.0
CL01011,32,2079,9,16.77,7,4,0,0.0
CL01012,41,9370,6,26.57,7,0,0,0.0
CL01013,55,3847,9,17.37,9,4,0,0.0
CL01014,52,2960,3,6.81,5,3,1,2225.65
CL01015,47,2473,10,2.38,4,4,1,1057.77
CL01016,48,5888,8,18.81,5,3,1,3696.74
CL01017,22,5979,3,16.35,8,2,0,0.0
CL01018,61,2212,2,20.15,8,1,0,0.0
CL01019,31,6697,10,13.78,4,2,1,2474.37
CL01020,28,1419,2,24.75,8,3,0,0.0
CL01021,26,4659,17,27.61,4,1,0,0.0
CL01022,51,6283,18,1.2,4,2,0,0.0
CL01023,29,2340,13,22.32,8,4,0,0.0
CL01024,52,6137,10,1.05,2,4,1,1850.11
CL01025,52,6189,1,13.35,4,1,1,1453.98
CL01026,18,2361,1,13.85,1,2,1,2644.86
CL01027,57,1591,1,20.89,1,0,0,0.0
CL01028,39,1526,9,10.57,8,0,1,2621.88
CL01029,46,8855,14,24.63,4,0,0,0.0
CL01030,25,2292,11,10.29,6,2,0,0.0
CL01031,28,2654,10,10.28,5,2,0,0.0
CL01032,58,1187,16,6.68,6,2,1,2775.56
CL01033,54,3758,17,20.52,4,3,1,809.36
CL01034,31,9720,13,2.3,4,0,1,2749.21
CL01035,47,9625,16,10.89,7,0,0,0.0
CL01036,52,7431,14,8.01,1,0,1,2582.05
CL01037,38,7037,11,6.88,9,3,0,0.0
CL01038,54,9494,15,1.83,3,3,1,1234.34
CL01039,22,5182,5,5.71,4,2,0,0.0
CL01040,36,7973,1,13.39,9,0,0,0.0
CL01041,31,1437,1,15.11,5,0,0,0.0
CL01042,43,1832,15,8.09,4,4,1,1508.3
CL01043,21,9988,1,19.51,6,4,1,2375.37
CL01044,42,9751,7,10.07,1,4,0,0.0
CL01045,62,9953,6,11.02,1,3,0,0.0
CL01046,59,6794,0,23.48,5,2,0,0.0
CL01047,42,4574,3,16.56,5,1,1,3236.29
CL01048,35,4785,10,28.6,9,0,1,1253.83
CL01049,57,6220,19,10.78,1,4,0,0.0
CL01050,25,8750,6,24.84,3,0,0,0.0
CL01051,56,7818,17,22.15,3,0,0,0.0
CL01052,57,1684,3,26.71,4,0,1,1347.99
CL01053,31,5233,16,28.7,7,2,0,0.0
